name,category,rating,numberOfReviews,photoCount,category_encoded,location,reviewTags,priceLevel,texts,reviews,weighted_sentiment,adjusted_sentiment,bigram_counts,priceLevelencoded,location_encoded,province_encoded,flattened_bigrams,similar
Observation Hill,attraction,4.5,782,423,0,Amboseli National Park,"[{'text': 'great view', 'reviews': 55}, {'text': 'vantage point', 'reviews': 17}, {'text': 'entire park', 'reviews': 16}, {'text': 'short climb', 'reviews': 15}, {'text': 'nice place', 'reviews': 11}, {'text': 'car park', 'reviews': 8}, {'text': 'lunch', 'reviews': 89}, {'text': 'views', 'reviews': 141}, {'text': 'amboseli', 'reviews': 137}, {'text': 'kilimanjaro', 'reviews': 81}, {'text': 'elephants', 'reviews': 98}, {'text': 'spot', 'reviews': 37}, {'text': 'picnic', 'reviews': 34}, {'text': 'plains', 'reviews': 36}, {'text': 'toilets', 'reviews': 28}, {'text': 'mt', 'reviews': 29}, {'text': 'shade', 'reviews': 22}, {'text': 'break', 'reviews': 18}, {'text': 'game', 'reviews': 24}, {'text': 'clouds', 'reviews': 14}, {'text': 'stairs', 'reviews': 13}, {'text': 'binoculars', 'reviews': 15}, {'text': 'lakes', 'reviews': 10}, {'text': 'path', 'reviews': 10}, {'text': 'landscape', 'reviews': 16}, {'text': 'ecosystem', 'reviews': 9}, {'text': 'safari', 'reviews': 34}, {'text': 'lodge', 'reviews': 17}, {'text': 'environment', 'reviews': 6}]",Unknown,"['great view', 'vantage point', 'entire park', 'short climb', 'nice place', 'car park', 'lunch', 'views', 'amboseli', 'kilimanjaro', 'elephants', 'spot', 'picnic', 'plains', 'toilets', 'mt', 'shade', 'break', 'game', 'clouds', 'stairs', 'binoculars', 'lakes', 'path', 'landscape', 'ecosystem', 'safari', 'lodge', 'environment']","[55, 17, 16, 15, 11, 8, 89, 141, 137, 81, 98, 37, 34, 36, 28, 29, 22, 18, 24, 14, 13, 15, 10, 10, 16, 9, 34, 17, 6]",0.03942307692307692,0.03915209420243862,"Counter({('great', 'view'): 55, ('vantage', 'point'): 17, ('entire', 'park'): 16, ('short', 'climb'): 15, ('nice', 'place'): 11, ('car', 'park'): 8})",4,3,9,great view great view great view great view great view great view great view great view great view great view great view great view great view great view great view great view great view great view great view great view great view great view great view great view great view great view great view great view great view great view great view great view great view great view great view great view great view great view great view great view great view great view great view great view great view great view great view great view great view great view great view great view great view great view great view vantage point vantage point vantage point vantage point vantage point vantage point vantage point vantage point vantage point vantage point vantage point vantage point vantage point vantage point vantage point vantage point vantage point entire park entire park entire park entire park entire park entire park entire park entire park entire park entire park entire park entire park entire park entire park entire park entire park short climb short climb short climb short climb short climb short climb short climb short climb short climb short climb short climb short climb short climb short climb short climb nice place nice place nice place nice place nice place nice place nice place nice place nice place nice place nice place car park car park car park car park car park car park car park car park,0
Mount Longonot National Park,attraction,4.5,208,441,0,Maai Mahiu,"[{'text': 'crater rim', 'reviews': 18}, {'text': 'day trip', 'reviews': 14}, {'text': 'start early', 'reviews': 10}, {'text': 'amazing views', 'reviews': 8}, {'text': 'amazing hike', 'reviews': 5}, {'text': 'highest point', 'reviews': 4}, {'text': 'experienced hikers', 'reviews': 4}, {'text': 'mount longonot', 'reviews': 3}, {'text': 'an hour and a half', 'reviews': 3}, {'text': 'crescent island', 'reviews': 3}, {'text': 'alternate route', 'reviews': 2}, {'text': 'second half', 'reviews': 2}, {'text': 'isn t', 'reviews': 2}, {'text': 'guide john', 'reviews': 2}, {'text': 'amazing guide', 'reviews': 2}, {'text': 'starting point', 'reviews': 2}, {'text': 'great workout', 'reviews': 2}, {'text': 'loose gravel', 'reviews': 2}, {'text': 'park service', 'reviews': 2}, {'text': 'park fees', 'reviews': 2}, {'text': 'climb', 'reviews': 47}, {'text': 'hours', 'reviews': 55}, {'text': 'trail', 'reviews': 34}, {'text': 'nairobi', 'reviews': 34}, {'text': 'peak', 'reviews': 26}, {'text': 'gate', 'reviews': 19}, {'text': 'giraffes', 'reviews': 16}, {'text': 'wildlife', 'reviews': 14}, {'text': 'total', 'reviews': 13}, {'text': 'energy', 'reviews': 12}]",Unknown,"['crater rim', 'day trip', 'start early', 'amazing views', 'amazing hike', 'highest point', 'experienced hikers', 'mount longonot', 'an hour and a half', 'crescent island', 'alternate route', 'second half', 'isn t', 'guide john', 'amazing guide', 'starting point', 'great workout', 'loose gravel', 'park service', 'park fees', 'climb', 'hours', 'trail', 'nairobi', 'peak', 'gate', 'giraffes', 'wildlife', 'total', 'energy']","[18, 14, 10, 8, 5, 4, 4, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 47, 55, 34, 34, 26, 19, 16, 14, 13, 12]",0.03861736789913586,0.03766983934635546,"Counter({('crater', 'rim'): 18, ('day', 'trip'): 14, ('start', 'early'): 10, ('amazing', 'views'): 8, ('amazing', 'hike'): 5, ('highest', 'point'): 4, ('experienced', 'hikers'): 4, ('mount', 'longonot'): 3, ('an', 'hour'): 3, ('hour', 'and'): 3, ('and', 'a'): 3, ('a', 'half'): 3, ('crescent', 'island'): 3, ('alternate', 'route'): 2, ('second', 'half'): 2, ('isn', 't'): 2, ('guide', 'john'): 2, ('amazing', 'guide'): 2, ('starting', 'point'): 2, ('great', 'workout'): 2, ('loose', 'gravel'): 2, ('park', 'service'): 2, ('park', 'fees'): 2})",4,54,9,crater rim crater rim crater rim crater rim crater rim crater rim crater rim crater rim crater rim crater rim crater rim crater rim crater rim crater rim crater rim crater rim crater rim crater rim day trip day trip day trip day trip day trip day trip day trip day trip day trip day trip day trip day trip day trip day trip start early start early start early start early start early start early start early start early start early start early amazing views amazing views amazing views amazing views amazing views amazing views amazing views amazing views amazing hike amazing hike amazing hike amazing hike amazing hike highest point highest point highest point highest point experienced hikers experienced hikers experienced hikers experienced hikers mount longonot mount longonot mount longonot an hour an hour an hour hour and hour and hour and and a and a and a a half a half a half crescent island crescent island crescent island alternate route alternate route second half second half isn t isn t guide john guide john amazing guide amazing guide starting point starting point great workout great workout loose gravel loose gravel park service park service park fees park fees,1
Kiambethu Farm,attraction,5.0,226,279,0,Limuru,"[{'text': 'indigenous forest', 'reviews': 22}, {'text': 'tea plantation', 'reviews': 27}, {'text': 'delicious lunch', 'reviews': 16}, {'text': 'short walk', 'reviews': 14}, {'text': 'lemon mousse', 'reviews': 6}, {'text': 'homemade biscuits', 'reviews': 6}, {'text': 'three course meal', 'reviews': 5}, {'text': 'nature walk', 'reviews': 4}, {'text': 'beautiful grounds', 'reviews': 4}, {'text': 'wonderful visit', 'reviews': 3}, {'text': 'the main house', 'reviews': 3}, {'text': 'at home', 'reviews': 5}, {'text': 'garden', 'reviews': 64}, {'text': 'monkeys', 'reviews': 25}, {'text': 'nairobi', 'reviews': 100}, {'text': 'host', 'reviews': 20}, {'text': 'farm', 'reviews': 93}, {'text': 'explanation', 'reviews': 12}, {'text': 'buffet', 'reviews': 10}, {'text': 'property', 'reviews': 8}, {'text': 'introduction', 'reviews': 6}]",Unknown,"['indigenous forest', 'tea plantation', 'delicious lunch', 'short walk', 'lemon mousse', 'homemade biscuits', 'three course meal', 'nature walk', 'beautiful grounds', 'wonderful visit', 'the main house', 'at home', 'garden', 'monkeys', 'nairobi', 'host', 'farm', 'explanation', 'buffet', 'property', 'introduction']","[22, 27, 16, 14, 6, 6, 5, 4, 4, 3, 3, 5, 64, 25, 100, 20, 93, 12, 10, 8, 6]",0.05055187637969095,0.049170917441929606,"Counter({('tea', 'plantation'): 27, ('indigenous', 'forest'): 22, ('delicious', 'lunch'): 16, ('short', 'walk'): 14, ('lemon', 'mousse'): 6, ('homemade', 'biscuits'): 6, ('three', 'course'): 5, ('course', 'meal'): 5, ('at', 'home'): 5, ('nature', 'walk'): 4, ('beautiful', 'grounds'): 4, ('wonderful', 'visit'): 3, ('the', 'main'): 3, ('main', 'house'): 3})",4,51,0,indigenous forest indigenous forest indigenous forest indigenous forest indigenous forest indigenous forest indigenous forest indigenous forest indigenous forest indigenous forest indigenous forest indigenous forest indigenous forest indigenous forest indigenous forest indigenous forest indigenous forest indigenous forest indigenous forest indigenous forest indigenous forest indigenous forest tea plantation tea plantation tea plantation tea plantation tea plantation tea plantation tea plantation tea plantation tea plantation tea plantation tea plantation tea plantation tea plantation tea plantation tea plantation tea plantation tea plantation tea plantation tea plantation tea plantation tea plantation tea plantation tea plantation tea plantation tea plantation tea plantation tea plantation delicious lunch delicious lunch delicious lunch delicious lunch delicious lunch delicious lunch delicious lunch delicious lunch delicious lunch delicious lunch delicious lunch delicious lunch delicious lunch delicious lunch delicious lunch delicious lunch short walk short walk short walk short walk short walk short walk short walk short walk short walk short walk short walk short walk short walk short walk lemon mousse lemon mousse lemon mousse lemon mousse lemon mousse lemon mousse homemade biscuits homemade biscuits homemade biscuits homemade biscuits homemade biscuits homemade biscuits three course three course three course three course three course course meal course meal course meal course meal course meal nature walk nature walk nature walk nature walk beautiful grounds beautiful grounds beautiful grounds beautiful grounds wonderful visit wonderful visit wonderful visit the main the main the main main house main house main house at home at home at home at home at home,0
Fort Jesus Museum,attraction,4.0,978,870,0,Mombasa,"[{'text': 'old town', 'reviews': 132}, {'text': 'interesting history', 'reviews': 17}, {'text': 'slave trade', 'reviews': 17}, {'text': 'tour guide', 'reviews': 46}, {'text': 'worth a visit', 'reviews': 28}, {'text': 'interesting place', 'reviews': 9}, {'text': 'mombasa town', 'reviews': 14}, {'text': 'east africa', 'reviews': 14}, {'text': 'portuguese', 'reviews': 121}, {'text': 'artifacts', 'reviews': 28}, {'text': 'architecture', 'reviews': 36}, {'text': 'omani', 'reviews': 20}, {'text': 'arab', 'reviews': 26}, {'text': 'centuries', 'reviews': 13}, {'text': 'kenya', 'reviews': 71}, {'text': 'ruins', 'reviews': 21}, {'text': 'culture', 'reviews': 32}, {'text': 'coast', 'reviews': 23}]",Unknown,"['old town', 'interesting history', 'slave trade', 'tour guide', 'worth a visit', 'interesting place', 'mombasa town', 'east africa', 'portuguese', 'artifacts', 'architecture', 'omani', 'arab', 'centuries', 'kenya', 'ruins', 'culture', 'coast']","[132, 17, 17, 46, 28, 9, 14, 14, 121, 28, 36, 20, 26, 13, 71, 21, 32, 23]",0.047080838323353295,0.04678610560194813,"Counter({('old', 'town'): 132, ('tour', 'guide'): 46, ('worth', 'a'): 28, ('a', 'visit'): 28, ('interesting', 'history'): 17, ('slave', 'trade'): 17, ('mombasa', 'town'): 14, ('east', 'africa'): 14, ('interesting', 'place'): 9})",4,78,1,old town old town old town old town old town old town old town old town old town old town old town old town old town old town old town old town old town old town old town old town old town old town old town old town old town old town old town old town old town old town old town old town old town old town old town old town old town old town old town old town old town old town old town old town old town old town old town old town old town old town old town old town old town old town old town old town old town old town old town old town old town old town old town old town old town old town old town old town old town old town old town old town old town old town old town old town old town old town old town old town old town old town old town old town old town old town old town old town old town old town old town old town old town old town old town old town old town old town old town old town old town old town old town old town old town old town old town old town old town old town old town old town old town old town old town old town old town old town old town old town old town old town old town old town old town old town old town old town old town old town old town old town interesting history interesting history interesting history interesting history interesting history interesting history interesting history interesting history interesting history interesting history interesting history interesting history interesting history interesting history interesting history interesting history interesting history slave trade slave trade slave trade slave trade slave trade slave trade slave trade slave trade slave trade slave trade slave trade slave trade slave trade slave trade slave trade slave trade slave trade tour guide tour guide tour guide tour guide tour guide tour guide tour guide tour guide tour guide tour guide tour guide tour guide tour guide tour guide tour guide tour guide tour guide tour guide tour guide tour guide tour guide tour guide tour guide tour guide tour guide tour guide tour guide tour guide tour guide tour guide tour guide tour guide tour guide tour guide tour guide tour guide tour guide tour guide tour guide tour guide tour guide tour guide tour guide tour guide tour guide tour guide worth a worth a worth a worth a worth a worth a worth a worth a worth a worth a worth a worth a worth a worth a worth a worth a worth a worth a worth a worth a worth a worth a worth a worth a worth a worth a worth a worth a a visit a visit a visit a visit a visit a visit a visit a visit a visit a visit a visit a visit a visit a visit a visit a visit a visit a visit a visit a visit a visit a visit a visit a visit a visit a visit a visit a visit interesting place interesting place interesting place interesting place interesting place interesting place interesting place interesting place interesting place mombasa town mombasa town mombasa town mombasa town mombasa town mombasa town mombasa town mombasa town mombasa town mombasa town mombasa town mombasa town mombasa town mombasa town east africa east africa east africa east africa east africa east africa east africa east africa east africa east africa east africa east africa east africa east africa,0
Crescent Island Game Park,attraction,4.5,425,462,0,Naivasha,"[{'text': 'walking safari', 'reviews': 29}, {'text': 'boat ride', 'reviews': 55}, {'text': 'lake naivasha', 'reviews': 49}, {'text': 'game park', 'reviews': 12}, {'text': 'baby giraffes', 'reviews': 4}, {'text': 'bird watching', 'reviews': 6}, {'text': 'on foot', 'reviews': 12}, {'text': 'wild animals', 'reviews': 17}, {'text': 'masai mara', 'reviews': 8}, {'text': 'wildebeest', 'reviews': 67}, {'text': 'guide', 'reviews': 92}, {'text': 'africa', 'reviews': 26}, {'text': 'species', 'reviews': 6}, {'text': 'nature', 'reviews': 14}, {'text': 'parks', 'reviews': 10}, {'text': 'path', 'reviews': 7}, {'text': 'ranger', 'reviews': 7}, {'text': 'fees', 'reviews': 5}, {'text': 'lodge', 'reviews': 4}, {'text': 'gate', 'reviews': 4}]",Unknown,"['walking safari', 'boat ride', 'lake naivasha', 'game park', 'baby giraffes', 'bird watching', 'on foot', 'wild animals', 'masai mara', 'wildebeest', 'guide', 'africa', 'species', 'nature', 'parks', 'path', 'ranger', 'fees', 'lodge', 'gate']","[29, 55, 49, 12, 4, 6, 12, 17, 8, 67, 92, 26, 6, 14, 10, 7, 7, 5, 4, 4]",-0.007142857142857144,-0.006565751336158745,"Counter({('boat', 'ride'): 55, ('lake', 'naivasha'): 49, ('walking', 'safari'): 29, ('wild', 'animals'): 17, ('game', 'park'): 12, ('on', 'foot'): 12, ('masai', 'mara'): 8, ('bird', 'watching'): 6, ('baby', 'giraffes'): 4})",4,87,9,walking safari walking safari walking safari walking safari walking safari walking safari walking safari walking safari walking safari walking safari walking safari walking safari walking safari walking safari walking safari walking safari walking safari walking safari walking safari walking safari walking safari walking safari walking safari walking safari walking safari walking safari walking safari walking safari walking safari boat ride boat ride boat ride boat ride boat ride boat ride boat ride boat ride boat ride boat ride boat ride boat ride boat ride boat ride boat ride boat ride boat ride boat ride boat ride boat ride boat ride boat ride boat ride boat ride boat ride boat ride boat ride boat ride boat ride boat ride boat ride boat ride boat ride boat ride boat ride boat ride boat ride boat ride boat ride boat ride boat ride boat ride boat ride boat ride boat ride boat ride boat ride boat ride boat ride boat ride boat ride boat ride boat ride boat ride boat ride lake naivasha lake naivasha lake naivasha lake naivasha lake naivasha lake naivasha lake naivasha lake naivasha lake naivasha lake naivasha lake naivasha lake naivasha lake naivasha lake naivasha lake naivasha lake naivasha lake naivasha lake naivasha lake naivasha lake naivasha lake naivasha lake naivasha lake naivasha lake naivasha lake naivasha lake naivasha lake naivasha lake naivasha lake naivasha lake naivasha lake naivasha lake naivasha lake naivasha lake naivasha lake naivasha lake naivasha lake naivasha lake naivasha lake naivasha lake naivasha lake naivasha lake naivasha lake naivasha lake naivasha lake naivasha lake naivasha lake naivasha lake naivasha lake naivasha game park game park game park game park game park game park game park game park game park game park game park game park baby giraffes baby giraffes baby giraffes baby giraffes bird watching bird watching bird watching bird watching bird watching bird watching on foot on foot on foot on foot on foot on foot on foot on foot on foot on foot on foot on foot wild animals wild animals wild animals wild animals wild animals wild animals wild animals wild animals wild animals wild animals wild animals wild animals wild animals wild animals wild animals wild animals wild animals masai mara masai mara masai mara masai mara masai mara masai mara masai mara masai mara,0
Watamu National Marine Park,attraction,4.5,618,801,0,Watamu,"[{'text': 'fish', 'reviews': 53}, {'text': 'boat ride', 'reviews': 13}, {'text': 'saw dolphins', 'reviews': 3}, {'text': 'dolphin viewing', 'reviews': 2}, {'text': 'boats', 'reviews': 17}, {'text': 'kws', 'reviews': 12}, {'text': 'reef', 'reviews': 18}, {'text': 'sea', 'reviews': 15}, {'text': 'trips', 'reviews': 6}, {'text': 'kenya', 'reviews': 9}, {'text': 'creek', 'reviews': 8}]",Unknown,"['fish', 'boat ride', 'saw dolphins', 'dolphin viewing', 'boats', 'kws', 'reef', 'sea', 'trips', 'kenya', 'creek']","[53, 13, 3, 2, 17, 12, 18, 15, 6, 9, 8]",0.0,0.00028600709312935136,"Counter({('boat', 'ride'): 13, ('saw', 'dolphins'): 3, ('dolphin', 'viewing'): 2})",4,133,1,boat ride boat ride boat ride boat ride boat ride boat ride boat ride boat ride boat ride boat ride boat ride boat ride boat ride saw dolphins saw dolphins saw dolphins dolphin viewing dolphin viewing,1
Haller Park,attraction,4.0,1195,981,0,Mombasa,"[{'text': 'giant tortoises', 'reviews': 54}, {'text': 'feeding times', 'reviews': 35}, {'text': 'feed giraffes', 'reviews': 18}, {'text': 'cement factory', 'reviews': 14}, {'text': 'butterfly pavilion', 'reviews': 12}, {'text': 'entrance fee', 'reviews': 18}, {'text': 'hippos', 'reviews': 264}, {'text': 'nature', 'reviews': 97}, {'text': 'zoo', 'reviews': 51}, {'text': '3pm', 'reviews': 43}, {'text': 'animals', 'reviews': 379}, {'text': 'bamburi', 'reviews': 42}, {'text': 'forest', 'reviews': 28}, {'text': 'trees', 'reviews': 40}, {'text': 'antelope', 'reviews': 24}, {'text': 'ksh', 'reviews': 15}, {'text': 'buffalo', 'reviews': 26}, {'text': 'kenya', 'reviews': 41}]",Unknown,"['giant tortoises', 'feeding times', 'feed giraffes', 'cement factory', 'butterfly pavilion', 'entrance fee', 'hippos', 'nature', 'zoo', '3pm', 'animals', 'bamburi', 'forest', 'trees', 'antelope', 'ksh', 'buffalo', 'kenya']","[54, 35, 18, 14, 12, 18, 264, 97, 51, 43, 379, 42, 28, 40, 24, 15, 26, 41]",0.0,0.00014905597882591923,"Counter({('giant', 'tortoises'): 54, ('feeding', 'times'): 35, ('feed', 'giraffes'): 18, ('entrance', 'fee'): 18, ('cement', 'factory'): 14, ('butterfly', 'pavilion'): 12})",4,78,1,giant tortoises giant tortoises giant tortoises giant tortoises giant tortoises giant tortoises giant tortoises giant tortoises giant tortoises giant tortoises giant tortoises giant tortoises giant tortoises giant tortoises giant tortoises giant tortoises giant tortoises giant tortoises giant tortoises giant tortoises giant tortoises giant tortoises giant tortoises giant tortoises giant tortoises giant tortoises giant tortoises giant tortoises giant tortoises giant tortoises giant tortoises giant tortoises giant tortoises giant tortoises giant tortoises giant tortoises giant tortoises giant tortoises giant tortoises giant tortoises giant tortoises giant tortoises giant tortoises giant tortoises giant tortoises giant tortoises giant tortoises giant tortoises giant tortoises giant tortoises giant tortoises giant tortoises giant tortoises giant tortoises feeding times feeding times feeding times feeding times feeding times feeding times feeding times feeding times feeding times feeding times feeding times feeding times feeding times feeding times feeding times feeding times feeding times feeding times feeding times feeding times feeding times feeding times feeding times feeding times feeding times feeding times feeding times feeding times feeding times feeding times feeding times feeding times feeding times feeding times feeding times feed giraffes feed giraffes feed giraffes feed giraffes feed giraffes feed giraffes feed giraffes feed giraffes feed giraffes feed giraffes feed giraffes feed giraffes feed giraffes feed giraffes feed giraffes feed giraffes feed giraffes feed giraffes cement factory cement factory cement factory cement factory cement factory cement factory cement factory cement factory cement factory cement factory cement factory cement factory cement factory cement factory butterfly pavilion butterfly pavilion butterfly pavilion butterfly pavilion butterfly pavilion butterfly pavilion butterfly pavilion butterfly pavilion butterfly pavilion butterfly pavilion butterfly pavilion butterfly pavilion entrance fee entrance fee entrance fee entrance fee entrance fee entrance fee entrance fee entrance fee entrance fee entrance fee entrance fee entrance fee entrance fee entrance fee entrance fee entrance fee entrance fee entrance fee,0
Marafa-Hells Kitchen,attraction,4.5,490,727,0,Malindi,"[{'text': 'guided tour', 'reviews': 4}, {'text': 'mini grand canyon', 'reviews': 3}, {'text': 'entrance fee', 'reviews': 3}, {'text': 'bryce canyon', 'reviews': 2}, {'text': 'wear comfortable shoes', 'reviews': 2}, {'text': 'takes about an hour', 'reviews': 2}, {'text': 'sun sets', 'reviews': 2}, {'text': 'well worth a visit', 'reviews': 3}, {'text': 'day trip', 'reviews': 4}, {'text': 'tuk tuk', 'reviews': 2}, {'text': 'depression', 'reviews': 9}, {'text': 'formations', 'reviews': 10}, {'text': 'hike', 'reviews': 5}, {'text': 'soil', 'reviews': 4}, {'text': 'sandstone', 'reviews': 3}, {'text': 'milk', 'reviews': 3}, {'text': 'stories', 'reviews': 4}, {'text': 'calcium', 'reviews': 2}, {'text': 'gods', 'reviews': 2}, {'text': 'sulphur', 'reviews': 2}, {'text': 'ksh', 'reviews': 3}, {'text': 'iron', 'reviews': 2}, {'text': 'trees', 'reviews': 2}]",Unknown,"['guided tour', 'mini grand canyon', 'entrance fee', 'bryce canyon', 'wear comfortable shoes', 'takes about an hour', 'sun sets', 'well worth a visit', 'day trip', 'tuk tuk', 'depression', 'formations', 'hike', 'soil', 'sandstone', 'milk', 'stories', 'calcium', 'gods', 'sulphur', 'ksh', 'iron', 'trees']","[4, 3, 3, 2, 2, 2, 2, 3, 4, 2, 9, 10, 5, 4, 3, 3, 4, 2, 2, 2, 3, 2, 2]",0.041025641025641026,0.04056435311409867,"Counter({('guided', 'tour'): 4, ('day', 'trip'): 4, ('mini', 'grand'): 3, ('grand', 'canyon'): 3, ('entrance', 'fee'): 3, ('well', 'worth'): 3, ('worth', 'a'): 3, ('a', 'visit'): 3, ('bryce', 'canyon'): 2, ('wear', 'comfortable'): 2, ('comfortable', 'shoes'): 2, ('takes', 'about'): 2, ('about', 'an'): 2, ('an', 'hour'): 2, ('sun', 'sets'): 2, ('tuk', 'tuk'): 2})",4,61,1,guided tour guided tour guided tour guided tour mini grand mini grand mini grand grand canyon grand canyon grand canyon entrance fee entrance fee entrance fee bryce canyon bryce canyon wear comfortable wear comfortable comfortable shoes comfortable shoes takes about takes about about an about an an hour an hour sun sets sun sets well worth well worth well worth worth a worth a worth a a visit a visit a visit day trip day trip day trip day trip tuk tuk tuk tuk,0
Mida Creek,attraction,4.5,767,748,0,Watamu,"[{'text': 'salt flats', 'reviews': 2}, {'text': 'coconut rice', 'reviews': 3}, {'text': 'prawns', 'reviews': 5}, {'text': 'lobster', 'reviews': 3}, {'text': 'birds', 'reviews': 39}, {'text': 'birders', 'reviews': 3}, {'text': 'boatman', 'reviews': 3}]",Unknown,"['salt flats', 'coconut rice', 'prawns', 'lobster', 'birds', 'birders', 'boatman']","[2, 3, 5, 3, 39, 3, 3]",0.0,0.00023116146008395451,"Counter({('coconut', 'rice'): 3, ('salt', 'flats'): 2})",4,133,1,salt flats salt flats coconut rice coconut rice coconut rice,1
