name,category,rating,numberOfReviews,photoCount,category_encoded,main_bigram,reviewTags,priceLevel,texts,reviews,weighted_sentiment,adjusted_sentiment,bigram_counts,priceLevelencoded,location_encoded,province_encoded,flattened_bigrams,similar
Glorious Safaris,tour operator,5.0,225,322,2,"('tsavo', 'west')","[{'text': 'tsavo west', 'reviews': 36}, {'text': 'wish list', 'reviews': 3}, {'text': 'out of this world', 'reviews': 8}, {'text': 'rhino', 'reviews': 43}, {'text': 'holiday', 'reviews': 47}, {'text': 'lodge', 'reviews': 89}, {'text': 'hotel', 'reviews': 90}, {'text': 'safari', 'reviews': 189}, {'text': 'nairobi', 'reviews': 35}, {'text': 'animals', 'reviews': 109}]",Unknown,"['tsavo west', 'wish list', 'out of this world', 'rhino', 'holiday', 'lodge', 'hotel', 'safari', 'nairobi', 'animals']","[36, 3, 8, 43, 47, 89, 90, 189, 35, 109]",0.0,0.0007643083169584368,"Counter({('tsavo', 'west'): 36, ('out', 'of'): 8, ('of', 'this'): 8, ('this', 'world'): 8, ('wish', 'list'): 3})",4,78,1,tsavo west tsavo west tsavo west tsavo west tsavo west tsavo west tsavo west tsavo west tsavo west tsavo west tsavo west tsavo west tsavo west tsavo west tsavo west tsavo west tsavo west tsavo west tsavo west tsavo west tsavo west tsavo west tsavo west tsavo west tsavo west tsavo west tsavo west tsavo west tsavo west tsavo west tsavo west tsavo west tsavo west tsavo west tsavo west tsavo west wish list wish list wish list out of out of out of out of out of out of out of out of of this of this of this of this of this of this of this of this this world this world this world this world this world this world this world this world,0
